FoodId;DanName;ProdName;EngName;SysName;MainGrp;SubGrp;Waste;NCF;FACF;PEF;FEF;CEF;Density;Remarks;PublStatus;LanguaL;GRIN;FISHBASE;BASIS;USDA;FIFood;UKFood;FRFood;DEFood;SEFood;NOFood;NLFood;ISFood;SPFood;ITFood;DateUpdated;UpdatedBy;Recipe;WaterYield;FatYield
0189;Nyre, kalv, rå;;Kidney, calf, raw;;07;80;12;6.25;0.750;;;;;;1;;;;;;;;;;;;;;;;;;;;
0190;Nyre, okse, rå;;Kidney, ox, raw;Bos taurus;07;80;18;6.25;0.750;;;;;;1;;;;;;;;;;;;;;;;;;;;
0191;Nyre, svin, rå;;Kidney, pig, raw;;07;80;14;6.25;0.750;;;;;;1;;;;;;;;;;;;;;;;;;;;
0192;Hasselnød, tørret;;Nut, hazel (UK), filbert (USA), dried;Corylus avellana L.;06;50;54;5.30;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0193;Jordnød, tørret;;Nut, pea, dried;Arachis hypogaea L.;06;50;27;5.41;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0194;Peanuts, (jordnød, ristet og saltet);;Nut, pea, oilroasted and salted;Arachis hypogaea L.;17;10;0;5.41;0.929;;;;;;1;;;;;;;;;;;;;;;;;;;;
0195;Jordnøddesmør;;Peanut butter;;11;20;0;5.41;0.960;;;;;;1;;;;;;;;;;;;;;;;;;;;
0196;Kokosnød, rå;;Nut, coco, raw;Cocos nucifera L.;06;50;48;5.30;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0197;Paranød;;Brazil nuts;Bertholethia excelsa Humb. et Bonpl.;06;50;52;5.41;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0198;Valnød;;Walnuts;Juglans regia L.;06;50;55;5.30;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0199;Oksekød, uspec., helt magert, råt;;Beef, meat, lean (<5 % fat), raw;Bos taurus;07;10;1;6.25;0.937;;;;;;1;;;;;;;;;;;;;;;;;;;;
0200;Oksekød, uspec., fedt, råt;;Beef, meat, approx. 25 % fat, raw;Bos taurus;07;10;0;6.25;0.935;;;;;;1;;;;;;;;;;;;;;;;;;;;
0201;Oksekød, uspec., magert, råt;;Beef, meat, 5-10 % fat, raw;Bos taurus;07;10;1;6.25;0.937;;;;;;1;;;;;;;;;;;;;;;;;;;;
0202;Oksekød, uspec., middelfedt, råt;;Beef, meat, approx. 15 % fat, raw;Bos taurus;07;10;0;6.25;0.930;;;;;;1;;;;;;;;;;;;;;;;;;;;
0203;Oliven, grønne, marinerede, konserves;;Olives, green, pickled, canned;Olea europea L.;06;90;20;6.25;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0204;Oliven, sorte, saltede, i olie;;Olives, ripe, salted, oil-coated;Olea europea L.;06;90;20;6.25;0.950;;;;;;1;;;;;;;;;;;;;;;;;;;;
0205;Pastinak, rå;;Parsnip, raw;Pastinaca sativa L.;05;10;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0206;Peberfrugt, grøn, rå;;Pepper, sweet, green, raw;Capsicum annuum L. var. grossum (L.) Terpø;05;30;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0207;Peberfrugt, rød, rå;;Pepper, sweet, red, raw;Capsicum annuum L. var grossum (L.) Terpø;05;30;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0208;Peberrod, rå;;Horse-radish, raw;Armoracia rusticana P. Gaertn., Meyer et Sherb.;05;10;27;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0209;Persille, rå;;Parsley, raw;Petroselium crispum (Miller) Nyman ex A.W. Hill;05;70;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0210;Persillerod, rå;;Parsley root, raw;Petroselium crispum (Miller) Nyman ssp. tuberosum;05;10;30;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0211;Pighvarre, rå;;Turbot, raw;Psetta maxima;08;20;50;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0212;Porre, rå;;Leek, raw;Allium porrum L.;05;20;48;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0213;Purløg, rå;;Chives, raw;Allium schoenoprasum L.;05;70;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0214;Pære, rå;;Pear, raw;Pirus communis L. var. sativa;06;10;15;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0215;Pære, konserves;;Pear, canned;Pirus communis L. var. sativa;06;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0216;Rabarber, rå;;Rhubarb, raw;Rheum rhabarbarum L.;05;20;50;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0217;Radise, rå;;Radish, raw;Raphanus sativus L. var. sativus;05;10;37;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0218;Reje, dybfrost;;Shrimp, boiled, shell removed;Pandalus borealis;08;30;31;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0219;Reje, konserves;;Shrimp, canned;Pandalus borealis;08;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0220;Ribs, rå;;Currant, red, raw;Ribes rubrum L.;06;30;3;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0221;Ris, brune, rå;;Rice, brown, raw;Oryza sativa L.;04;10;0;5.95;0.820;;;;;;1;;;;;;;;;;;;;;;;;;;;
0222;Rismel;;Rice flour;Oryza sativa L.;04;30;0;5.95;0.820;;;;;;1;;;;;;;;;;;;;;;;;;;;
0223;Ris, parboiled, rå;;Rice, parboiled, raw;Oryza sativa L.;04;10;0;5.95;0.820;;;;;;1;;;;;;;;;;;;;;;;;;;;
0224;Ris, polerede, rå;;Rice, polished, raw;Oryza sativa L.;04;20;0;5.95;0.820;;;;;;1;;;;;;;;;;;;;;;;;;;;
0225;Rosenkål, uspec., rå;;Brussels sprouts, raw;Brassica oleracea L. convar. oleracea (L.) var. gemmifera DC;05;20;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0226;Rosenkål, dybfrost;;Brussels sprout, frozen;Brassica oleracea L. convar. oleracea (L.) var. gemmiferaDC;05;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0227;Rosin uden kerner;;Raisin , seedless;Vitis spp.;06;90;0;6.25;0.660;;;;;;1;;;;;;;;;;;;;;;;;;;;
0231;Ræddike, rå;;Radish, white, raw;Raphanus sativus L. var. niger (Miller);05;10;34;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0232;Rødbede, rå;;Beet, red, raw;Beta vulgaris L. var conditiva Alef.;05;10;50;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0233;Rødbede, konserves;;Beet, red, canned;Beta vulgaris L. var. conditiva Alef.;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0234;Rødkål, rå;;Cabbage, red, raw;Brassica oleracea L. convar. capitata (L.);05;20;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0235;Rødkål, konserves;;Cabbage, red, canned;Brassica oleracea L. convar. capitata (L.);05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0236;Rødspætte, rå;;Plaice, raw;Pleuronectes platessa;08;20;67;6.25;0.850;;;;;;1;;;;;;;;;;;;;;;;;;;;
0237;Rødvin, uspec.;;Wine, red;;13;40;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0238;Sagogryn (kartoffelstivelse);;Pearl-sago (potato starch);;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0239;Salat, hovedsalat, rå;;Butterhead lettuce (US), cabbage lettuce (UK), raw;Lactuca sativa L. var. capitata L.;05;20;36;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0240;Sardin, i olie, konserves;;Sardine, in oil, canned;Clupeidae;08;90;0;6.25;0.940;;;;;;1;;;;;;;;;;;;;;;;;;;;
0241;Sardin, i tomat, konserves;;Sardine, in tomato sauce, canned;Clupeidae;08;90;0;6.25;0.925;;;;;;1;;;;;;;;;;;;;;;;;;;;
0243;Selleri, rod, rå;;Celeriac, celery root, raw;Apium graveolens L.;05;10;25;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0244;Sild, marineret;;Herring, pickled, canned;Clupea harengus;08;90;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0245;Sild, røget;;Herring, smoked;Clupea harengus;08;90;25;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0246;Sild, rå;;Herring, raw;Clupea harengus;08;20;35;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0247;Spegesild;;Herring, salted, ripened;Clupea harengus;08;90;25;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0248;Skinke, kogt, konserves;;Pork, ham, cured, canned;;07;70;0;6.25;0.910;;;;;;1;;;;;;;;;;;;;;;;;;;;
0249;Skinke, røget;;Pork, ham, smoked;;07;70;15;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0250;Skinke, røget, kogt;;Pork, ham, smoked, boiled;;07;70;15;6.25;0.915;;;;;;1;;;;;;;;;;;;;;;;;;;;
0251;Skummetmælk;;Milk, skimmed;;01;10;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0252;Brie, 50+;;Cheese, Brie, 50 % fidm.;;02;40;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0253;Camembert, 50+;;Cheese, Camembert, 50 % fidm.;;02;40;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0254;Roquefort, 50+;;Cheese, Roquefort, danish, 50 % fidm.;;02;50;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0255;Ost, fast, 20+, alle typer;;Cheese, firm, 20 % fidm., all varieties;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0256;Ost, fast, 30+, alle typer;;Cheese, firm, 30 % fidm., all varieties;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0257;Ost, fast, 40+, alle typer;;Cheese, firm, 40 % fidm., all varieties;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0258;Ost, fast, 45+, alle typer;;Cheese, firm, 45 % fidm., all varieties;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0259;Parmesan, 32+;;Cheese, hard, Parmesan, 32 % fidm.;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0260;Hytteost, 20+;;Cheese, cottage, 20 % fidm.;;02;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0261;Kvark, 5+;;Cheese, Quarg, 5 % fidm.;;02;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0262;Myseost, 33+;;Cheese, whey, Myseost, 33 % fidm.;;02;60;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0263;Rygeost, 5+;;Cheese, unripened, smoked, 5 % fidm.;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0264;Rygeost, 40+;;Cheese, unripened, smoked, 40 % fidm.;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0265;Smelteost, 45+;;Cheese, processed, 45 % fidm.;;02;70;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0266;Salami;;Sausage, salami;;07;70;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0267;Salt, havsalt (ikke jodberiget);;Salt, sea salt (no iodine fortification);;14;20;0;0.00;0.000;;;;;;1;;;;;;;;;;;;;;;;;;;;
0268;Skrubbe, rå;;Flounder, raw;Platichtys flesus;08;20;67;6.25;0.850;;;;;;1;;;;;;;;;;;;;;;;;;;;
0269;Smør, saltet;;Butter, salt added;;11;40;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0270;Smør, usaltet;;Butter, salt not added;;11;40;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0271;Sojaolie;;Soyabean oil, refined;;11;20;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0272;Solbær, rå;;Currant, black, raw;Ribes nigrum L.;06;30;2;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0273;Solsikkeolie;;Sunflower oil;;11;20;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0274;Spegepølse;;Sausage, salami;;07;70;0;6.25;0.871;;;;;;1;;;;;;;;;;;;;;;;;;;;
0275;Spidskål, rå;;Cabbage, spring, raw;Brassica oleracea L. convar. capitata (L.) var. conica;05;20;20;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0276;Spinat, hakket, dybfrost;;Spinach, chopped, frozen;Spinacia oleracea L.;05;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0278;Spinat, rå;;Spinach, raw;Spinacia oleracea L.;05;20;30;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0279;Stikkelsbær, rå;;Gooseberry, raw;Ribes uva-crispa L.;06;30;2;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0280;Sveske, rå;;Prune, dried plum;Prunus domestica L. ssp. domestica;06;20;15;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0281;Svinefedt, afsmeltet;;Lard, pork;Sus scrofa;11;10;0;6.25;0.930;;;;;;1;;;;;;;;;;;;;;;;;;;;
0284;Svinekød, uspec., fedt, råt;;Pork, meat, approx. 32 % fat, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0285;Svinekød, uspec., ca. 10 % fedt, råt;;Pork, meat, approx. 10 % fat, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0286;Svinekød, uspec., magert, råt;;Pork, meat, lean, approx. 3 % fat, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0287;Svinekød, uspec., ca. 20 % fedt, råt;;Pork, meat, approx. 20 % fat, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0288;Svinespæk, rygspæk;;Pig, fat;Sus scrofa L.;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0292;Wienerpølse;;Pork, sausage, frankfurter;;07;70;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0293;Medisterpølse, røget;;Pork, mettwurst, smoked;;07;70;0;6.25;0.921;;;;;;1;;;;;;;;;;;;;;;;;;;;
0294;Medisterpølse, rå;;Pork, sausage, danish, raw;;07;70;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0295;Rullepølse;;Pork, flank, spiced, cooked;;07;70;0;6.25;0.904;;;;;;1;;;;;;;;;;;;;;;;;;;;
0296;Kødpølse;;Pork sausage, saveloy type;;07;70;0;6.25;0.893;;;;;;1;;;;;;;;;;;;;;;;;;;;
0297;Leverpostej;;Pork, liver paste, danish;;07;70;0;6.25;0.904;;;;;;1;;;;;;;;;;;;;;;;;;;;
0298;Røget svinefilet;;Pork, loin fillet, smoked;;07;70;0;6.25;0.885;;;;;;1;;;;;;;;;;;;;;;;;;;;
0299;Sylte;;Pork, brawn, head cheese;;07;70;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0300;Søtunge, rå;;Sole, raw;Solea solea;08;20;67;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0301;Dressing, fransk;;Salad dressing, french;;11;60;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0302;Dressing, italiensk;;Salad dressing, italian;;11;60;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0303;Dressing, thousand island;;Salad dressing, thousand island;;11;60;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0304;Te, blade;;Tea, leaves;Camellia sinensis;13;10;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0305;Te, drikkeklar;;Tea, ready-to-drink;Camellia sinensis;13;10;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0306;Tomat, uspec., rå;;Tomato, ripe, raw, origin unknown;Lycopersicon esculentum (L.) Karsten ex Farw.;05;30;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0307;Tomat, flået, konserves;;Tomato, peeled, canned;Lycopersicon esculentum (L.) Karsten ex Farw.;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0308;Tomatjuice, konserves;;Tomatojuice, canned;;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0309;Tomatketchup;;Tomato ketchup, bottled;;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0310;Tomatpure;;Tomato puree;;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0311;Tomatpure, koncentreret;;Tomato paste, concentrated;;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0312;Torsk, filet, rå;;Cod, fillet, raw;Gadus morhua;08;20;0;6.25;0.695;;;;;;1;;;;;;;;;;;;;;;;;;;;
0313;Torsk, lever, rå;;Cod, liver, raw;Gadus morhua;08;80;0;6.25;0.931;;;;;;1;;;;;;;;;;;;;;;;;;;;
0314;Torsk, lever, konserves;;Cod, liver, canned;Gadus morhua;08;90;0;6.25;0.931;;;;;;1;;;;;;;;;;;;;;;;;;;;
0315;Torsk, levertran;;Cod liver oil;;11;10;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0316;Torsk, rogn, rå;;Cod, roe, raw;Gadus morhua;08;90;0;6.25;0.590;;;;;;1;;;;;;;;;;;;;;;;;;;;
0317;Torsk, rogn, konserves;;Cod, roe, canned;;08;90;0;6.25;0.600;;;;;;1;;;;;;;;;;;;;;;;;;;;
0318;Tun i vand, konserves;;Tuna, in water, canned;Thunnus thynnus;08;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0319;Tun i olie, konserves;;Tuna, in oil, canned;Thunnus thynnus;08;90;0;6.25;0.926;;;;;;1;;;;;;;;;;;;;;;;;;;;
0320;Tun i tomat, konserves;;Tuna, in tomato sauce, canned;Thunnus thynnus;08;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0321;Tun, rå;;Tuna, raw;Thunnus thynnus;08;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0322;Tunge, kalv, rå;;Tongue, calf, raw;Bos taurus;07;80;20;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0323;Tunge, okse, rå;;Tongue, ox, raw;Bos taurus;07;80;20;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0324;Tunge, svin, rå;;Tongue, pig, raw;Sus scrofa;07;80;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0325;Tykmælk;;Junket;;01;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0326;Tyttebær, rå;;Lingonberry, raw;Vaccinium vitis-idaea L.;06;30;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0327;Vand, drikke-, vejl. værdier;;Water, tap, drinking, average values;;13;90;0;0.00;0.000;;;;;;1;;;;;;;;;;;;;;;;;;;;
0328;Vindruekerneolie;;Oil, grapeseed;Vitis vinifera;11;20;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0329;Vindrue, rå;;Grape, raw;Vitis vinifera L.;06;10;10;6.25;0.660;;;;;;1;;;;;;;;;;;;;;;;;;;;
0330;Whisky;;Whisky;;13;60;0;6.25;0.000;;;;;;1;;;;;;;;;;;;;;;;;;;;
0331;Ylette naturel;;Ymer, low fat;;01;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0332;Ymer naturel;;Ymer;;01;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0333;Yoghurt naturel;;Yoghurt;;01;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0334;Letmælksyoghurt med saft;;Yoghurt, low fat, with fruit juice;;01;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0335;Yoghurt med frugt, uspec.;;Yoghurt with fruits;;01;20;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0336;Æble, uspec., råt;;Apple, raw, all varieties;Malus domestica Borkh.;06;10;10;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0337;Æblemost, uspec.;;Apple juice, canned or bottled;;13;20;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0338;Æble, tørret;;Apple, dried;Malus domestica Borkh.;06;10;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0339;Æg, blomme, rå;;Egg, chicken, yolk, raw;;10;10;0;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0340;Æg, hele, rå;;Egg, chicken, whole, raw;;10;10;11;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0341;Æg, hvide, rå;;Egg, chicken, white, raw;;10;10;0;6.25;0.830;;;;;;1;;;;;;;;;;;;;;;;;;;;
0342;Grønne ærter, rå;;Peas, green, raw;Pisum sativum L.;05;40;60;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0343;Grønne ærter, dybfrost;;Peas, green, frozen;Pisum sativum L.;05;40;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0344;Grønne ærter, konserves;;Peas, green, canned;Pisum sativum L.;05;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0345;Gule ærter (flækærter), rå;;Peas, mature, dry, raw;Pisum sativum L.;05;40;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0346;Øl, mørkt hvidtøl, ubeskattet, uspec.;;Beer, danish household, low alcohol;;13;30;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0347;Øl, skatteklasse 2, uspec.;;Beer, export, alc. 5.6 % by vol.;;13;30;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0348;Øl, skatteklasse 3, uspec.;;Beer, strong, alc. 7.6 % by vol.;;13;30;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0349;Øl, pilsner, skatteklasse 1, uspec.;;Beer, lager, alc. 4.4 % by vol.;;13;30;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0350;Øl, let pilsner, ubeskattet, uspec.;;Beer, lager, alc. 2.6 % by vol.;;13;30;0;6.25;0.700;;;;;;1;;;;;;;;;;;;;;;;;;;;
0351;Ørred, hav-, rå;;Trout, raw;Salmo trutta;08;10;60;6.25;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0352;Østers, rå;;Oyster, raw;Ostreidae fam.;08;40;90;6.25;0.644;;;;;;1;;;;;;;;;;;;;;;;;;;;
0353;Ål, rå;;Eel, raw;Anguilla anguilla;08;20;20;6.25;0.930;;;;;;1;;;;;;;;;;;;;;;;;;;;
0354;Ål, røget;;Eel, smoked;Anguilla anguilla;08;90;10;6.25;0.947;;;;;;1;;;;;;;;;;;;;;;;;;;;
0355;Appelsinjuice, konserves;;Orange juice, canned;Citrus sinensis;06;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0357;Remoulade, uspec.;;Remoulade, average values;;11;50;0;6.25;0.956;;;;;;1;;;;;;;;;;;;;;;;;;;;
0361;Boghvedegryn, rå;;Buckwheat groats, raw;Fagopyrum esculentum Moench;04;20;0;5.83;0.900;;;;;;1;;;;;;;;;;;;;;;;;;;;
0363;Feta, 40+;;Cheese, semihard, Feta, 40 % fidm;;02;50;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0364;Flødeost, 70+;;Cheese, Cream, 70 % fidm.;;02;40;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0365;Parmesan, revet;;Cheese, hard, Parmesan, grated;;02;30;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0366;Skummetmælkspulver;;Milk, dry, skimmed, powder;;01;90;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0367;Sødmælkspulver;;Milk, dry, whole, powder;;01;90;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0368;Flødeost, 60+;;Cheese, Cream, 60 % fidm.;;02;40;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0369;Camembert, 45+;;Cheese, Camembert, 45 % fidm.;;02;40;0;6.38;0.945;;;;;;1;;;;;;;;;;;;;;;;;;;;
0371;Svinekød, halssnitte, rå;;Pork, cheek, cut, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0372;Svinebryst, slag, rullesteg, råt;;Pork, flank, raw;Sus scrofa;07;30;5;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0373;Svinebryst, stegestykke med svær, rå;;Pork, thick belly with rind, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0374;Svinebryst, kogestykke med svær, rå;;Pork, thin belly with rind, raw;Sus scrofa;07;30;5;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0375;Skinke med skank, rå;;Pork, leg with knuckle, raw;Sus scrofa;07;30;20;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0376;Svinebov til fars, ca. 16 % fedt, rå;;Pork, hand, approx. 16 % fat, raw;Sus scrofa;07;30;10;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0378;Svinemørbrad, afpudset, rå;;Pork, tenderloin, trimmed, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0379;Svinekød , mellemkam med svær, rå;;Pork, loin with rind, raw;Sus scrofa;07;30;20;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0380;Svinekam uden svær, ca. 3 mm spæk, rå;;Pork, loin, defatted (approx. 3 mm fat), raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0381;Svinekød, nakkefilet, helt afpudset (Nakkekotelet), rå;;Pork, collar, defatted, raw;Sus scrofa;07;30;0;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0382;Svinekød, nakkekam med svær, rå;;Pork, collar with rind, raw;Sus scrofa;07;30;20;6.25;0.920;;;;;;1;;;;;;;;;;;;;;;;;;;;
0383;Syltetøj, uspec.;;Jam, fruit, average values;;06;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0384;Marmelade, uspec.;;Marmalade, all types;;06;90;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
0385;Soja sauce;;Soya sauce;;14;60;0;6.25;0.800;;;;;;1;;;;;;;;;;;;;;;;;;;;
