RefId;PubTypeId;AcqTypeId;Title;Authors;Publishr;PubDate;Version;OrigLang;Languages;ISBN;FstEdDat;EdNo;NoPages;BkTitle;Editors;Pages;LgJrName;AbJrName;ISSN;Volume;Issue;SeriName;SeriNo;RprtTitle;FileFrmt;WWW;Medium;OS;Media;Valid;Remarks;FoodId;DateUpdated;UpdatedBy;DocLink
00966;;;Sterols in Mollusks and Crustacea of the Pacific Northwest.;Gordon, D.T.;J A O C S;1982;;;;;;;;;;536-;;;;59;12;;;;;;;;;;;;;;DOC00966.pdf
00967;;;Nutritional and Toxicological Evaluation of Hibiscus Sabdariffa Oil and Cleome Viscosa Oil;"Rukmini, C.; Visayaraghavan, M.; Tulpule, P.G.";J A O C S;1982;;;;;;;;;;415-419;;;;59;10;;;;;;;;;;;;;;DOC00967.pdf
00968;;;Oil from Deep Water Fish Species as a Substitute for Sperm Whale and Jojoba Oils.;"Buisson, D.H.; Body, D.R.; Dougherty, G.J.; Eyres, L.; Vlieg, P.";J A O C S;1982;;;;;;;;;;390-395;;;;59;9;;;;;;;;;;;;;;DOC00968.pdf
00969;;;Glyceride Compsoition of Processed Fats and Oils as Determined by Glass Capillary Gas Chromatography.;"D'alonzo, R.P.; Kozarek, W.J.; Wade, R.L.";J A O C S;1982;;;;;;;;;;292-295;;;;59;7;;;;;;;;;;;;;;DOC00969.pdf
00970;;;Accurate Determination of trans Isomers in Shortenings and Edible Oils by Infared Spectrophotometry;"Madison, B.L.; Depalma, R.A.; D'alonzo, R.P.";J A O C S;1982;;;;;;;;;;178-181;;;;59;4;;;;;;;;;;;;;;DOC00970.pdf
00971;;;Fatty Acid Composition of the Fat in Selected Food Items with Em- phasis on trans Components.;"Enig, M.G.; Pallansch, L.A.; Sampugna, J.; Keeney, M.";J A O C S;1983;;;;;;;;;;1788-1795;;;;60;10;;;;;;;;;;;;;;DOC00971.pdf
00972;;;The Phospholipid Content of Foods.;"Weirauch, J.L.; Son, Y.-S.";J A O C S;1983;;;;;;;;;;1971-1978;;;;60;12;;;;;;;;;;;;;;DOC00972.pdf
00973;;;Use of Gas Liquid Chromatography for Monitoring the Fatty Acid Composition of Canadian Rapeseed.;"Daun, J.K.; Mazur, P.B.";J A O C S;1983;;;;;;;;;;1751;;;;60;10;;;;;;;;;;;;;;DOC00973.pdf
00974;;;Trans Fatty Acids in Milkfat.;"Deman, L.; Deman, J.M.";J A O C S;1983;;;;;;;;;;1095-1098;;;;60;6;;;;;;;;;;;;;;DOC00974.pdf
00975;;;Degumming of Soybean Oil: Quantitative Analysis of Phospholipids in Crude and Degummed Oil;"Racicot, L.D.; Handel, A.P.";J A O C S;1983;;;;;;;;;;1098-1101;;;;60;6;;;;;;;;;;;;;;DOC00975.pdf
00976;;;Lipid of Sunflower Seeds Produced in Japan.;"Nagao, A.; Yamazaki, M.";J A O C S;1983;;;;;;;;;;1654;;;;60;9;;;;;;;;;;;;;;DOC00976.pdf
00977;;;Fatty Acid Composition of Seed Kernel Oil of Calodendrum Capense (L.f.) Thunb.;Manavu, R.M.;J A O C S;1983;;;;;;;;;;1653;;;;60;9;;;;;;;;;;;;;;DOC00977.pdf
00978;;;Fatty Acid and Glyceride Composition of Jubaea Spectabilis Palm Oil.;"Cole, E.R.; Crank, G.; Sheikh, A.-S.";J A O C S;1980;;;;;;;;;;23-25;;;;57;1;;;;;;;;;;;;;;DOC00978.pdf
00979;;;Quantitative Analysis of Fatty Acids and Sterols in Malaagasy Rice Bran Oils.;"Gaydou, E.M.; Raonizafinimanana, R.; Bianchini, J.P.";J A O C S;1980;;;;;;;;;;141-142;;;;57;4;;;;;;;;;;;;;;DOC00979.pdf
00980;;;The Fatty Acid Composition of the Oil of the Winged Bean (Psophocar- pus Tetragonolobus L.) Seeds.;"Ekpenyong, T.EE.; Borchers, R.L.";J A O C S;1980;;;;;;;;;;147-149;;;;57;5;;;;;;;;;;;;;;DOC00980.pdf
00981;;;Chemical Investigation of Seeds of Brassica Oleracea Var. Acaphala.;"Kaul, V.K.; Banerjee, A.; Nigam, S.S.";J A O C S;1980;;;;;;;;;;199;;;;57;7;;;;;;;;;;;;;;DOC00981.pdf
00982;;;Positional Distribution of the Fatty Acids in the Triglycelides of Mango (Mangifera indica) Kernel Fat.;"Van Pee, W.; Boni, L.; Foma, M.; Hoylaerts, M.; Hendrikx, A.";J A O C S;1980;;;;;;;;;;243-;;;;57;8;;;;;;;;;;;;;;DOC00982.pdf
00983;;;Nitrogen Analysis of Whole Seeds.;Cavins, J.F.;J A O C S;1980;;;;;;;;;;655A-656A;;;;57;8;;;;;;;;;;;;;;DOC00983.pdf
00984;;;The Properties of Cucurbita foetidissima Seed Oil.;"Vasconcellos, J.A.; Berry, J.W.; Weber, C.W.; Bemis, W.P.; Scheeerns, J.C.";J A O C S;1980;;;;;;;;;;310-313;;;;57;9;;;;;;;;;;;;;;DOC00984.pdf
00985;;;Reliability of Fatty Acid Values, Purporting to Represent Composition of Oil from Different Species of Fish.;Stansby, M.E.;J A O C S;1981;;;;;;;;;;13-16;;;;58;1;;;;;;;;;;;;;;DOC00985.pdf
00986;;;Amino and fatty Acid Composition of Pentaclethra Macrophylla and Tre- culia Africana Seeds.;Ikediobi, C.O.;J A O C S;1981;;;;;;;;;;30-31;;;;58;1;;;;;;;;;;;;;;DOC00986.pdf
00987;;;Fatty Acids and Sterols in Oils from Canola Screenings.;"Ackman, R.G.; Sebedio, J.-L.";J A O C S;1981;;;;;;;;;;594-598;;;;58;5;;;;;;;;;;;;;;DOC00987.pdf
00988;;;Fatty Acids of Canola Brassica campestris var. Candle Seed and Oils at Various Stages of Refining.;"Sebedio, J.-L.; Ackman, R.G.";J A O C S;1981;;;;;;;;;;972-973;;;;58;10;;;;;;;;;;;;;;DOC00988.pdf
00989;;;Grape Seed: A Potential Source of Protein.;Fantozzi, P.;J A O C S;1981;;;;;;;;;;1027-1031;;;;58;12;;;;;;;;;;;;;;DOC00989.pdf
00990;;;Mineral Contents of Selected Pre-prepared Foods Sampled in a Hospital Food Service Line.;"Leung, C.; Koehler, H.H.; Hard, M.M.";J. Am. Diet. Ass.;1982;;;;;;;;;;530-536;;;;80;6;;;;;;;;;;;;;;DOC00990.pdf
00991;;;The Sodium and Potassium Content of Selected Vegetables.;"Marsh, A.C.; Koons, P.C.";J. Am. Diet. Ass.;1983;;;;;;;;;;24-27;;;;84;1;;;;;;;;;;;;;;DOC00991.pdf
00992;;;Vitamin Contents of Pre-prepared Foods Sampled from a Hospital Food Service Line.;"Koehler, H.H.; Hard, M.M.";J. Am. Diet. Ass.;1983;;;;;;;;;;622-626;;;;82;6;;;;;;;;;;;;;;DOC00992.pdf
00993;;;Folacin Content of Tea.;"Chen, T.-S.; Lui, C.K.F.; Smith, C.H.";J. Am. Diet. Ass.;1983;;;;;;;;;;627-632;;;;82;6;;;;;;;;;;;;;;DOC00993.pdf
00994;;;Copper Content of Tea.;"Kenney, M.A.; Thimaya, S.";J. Am. Diet. Ass.;1983;;;;;;;;;;509-;;;;82;5;;;;;;;;;;;;;;DOC00994.pdf
00995;;;Sodium Values of Chinese Condiments and Their Use in Sodium Restric- ted Diets.;Chew, T.;J. Am. Diet. Ass.;1983;;;;;;;;;;397-401;;;;82;4;;;;;;;;;;;;;;DOC00995.pdf
00996;;;Composition of Diets of Low-income Pregnant Women: Comparison of Analyzed with Calculated Values.;"Brennan, R.E.; Kohrs, M.B.; Nordstrom, J.W.; Sauvage, J.P.; Shank, R.E.";J. Am. Diet. Ass.;1983;;;;;;;;;;538-545;;;;83;5;;;;;;;;;;;;;;DOC00996.pdf
00997;;;Roasting and Braising Beef Roasts in Microwave Ovens.;"Fulton ,L.; Davis, C.";J. Am. Diet. Ass.;1983;;;;;;;;;;560-563;;;;83;5;;;;;;;;;;;;;;DOC00997.pdf
00998;;;Zinc and Copper in Infant Diets.;"Sorenson, A.W.; Butrum, R.R.";J. Am. Diet. Ass.;1983;;;;;;;;;;291-297;;;;83;3;;;;;;;;;;;;;;DOC00998.pdf
00999;;;Yield of Chicken Parts: Proximate composition and Mineral Content.;"Meiners, C.; Crews, M.G.; Ritchye, S.J.";J. Am. Diet. Ass.;1982;;;;;;;;;;435-439;;;;81;;;;;;;;;;;;;;;DOC00999.pdf
01000;;;Soybeans vs. Textured soy Protein as Meat Extenders.;"Ali, F.S.; Perry, A.K.; Van Duyne, F.O.";J. Am. Diet. Ass.;1982;;;;;;;;;;439-;;;;81;;;;;;;;;;;;;;;DOC01000.pdf
01001;;;Trans Fatty Acids in Foods.;Anonym;Nutrition Reviews;1984;;;;;;;;;;278-279;;;;42;8;;;;;;;;;;;;;;DOC01001.pdf
01002;;;Fatty Acid Content and Composition of Infant Formulas and Cereals.;"Hanson, J.M.; Kinsella, J.E.";J. Am. Diet. Ass.;1981;;;;;;;;;;250-255;;;;78;;;;;;;;;;;;;;;DOC01002.pdf
01003;;;Bioavailability of Synthetic and Natural Ascorbic Acid.;"Pelletier, O.; Keith, M.O.";J. Am. Diet. Ass.;1974;;;;;;;;;;271-275;;;;64;marts;;;;;;;;;;;;;;DOC01003.pdf
01004;;;Phytate Content of Foods: Effect on Dietary Zinc Bioavailability.;"Oberleas, D.; Harland, B.F.";J. Am. Diet. Ass.;1981;;;;;;;;;;433-436;;;;79;;;;;;;;;;;;;;;DOC01004.pdf
01005;;;Folacin Content of Supplemental Foods for Pregnancy.;Thenen, S.W.;J. Am. Diet. Ass.;1982;;;;;;;;;;237-241;;;;80;;;;;;;;;;;;;;;DOC01005.pdf
01006;;;Pantothenic Acid Content of 75 Processed and Cooked Foods.;"Walsh, J.H.; Wyse, B.W.; Hansen, R.G.";J. Am. Diet. Ass.;1981;;;;;;;;;;140-144;;;;78;;;;;;;;;;;;;;;DOC01006.pdf
01007;;;Proximate and Mineral Content of Restaurant Steak Meals.;"Green, E.M.; Appledorf, H.";J. Am. Diet. Ass.;1983;;;;;;;;;;142-147;;;;82;2;;;;;;;;;;;;;;DOC01007.pdf
01008;;;Selenium Content of Selected Foods.;"Lane, H.W.; Taylor, B.J.; Stool, E.; Servance, D.; Warren, D.C.";J. Am. Diet. Ass.;1983;;;;;;;;;;24-28;;;;82;1;;;;;;;;;;;;;;DOC01008.pdf
01009;;;A Simple TLC Method for the Determination of pro-Vitamin A Content of Fruits and Vegetables.;Premachandra, B.R.;Internat J. Vit. Nutr. Res.;1985;;;;;;;;;;139-147;;;;55;;;;;;;;;;;;;;;DOC01009.pdf
01010;;;Chemical Evaluation of Nutritive Value  of the Fruit of African Star- apple.;"Edem ,D.O.; Eka, O.U.; Ifon, E.T.";Food Chem.;1984;;;;;;;;;;303-311;;;;14;;;;;;;;;;;;;;;DOC01010.pdf
01011;;;Mineral Contents of Some Southern Italian Wines. II. Determination of Li, Na, Mg, K, Ca, Co, As, Rb, Sr, Ag, Sb, Ba.;"Interesse, F.S.; D'avella, G.; Alloggio, V.; Lamparelli, F.";Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;470-474;;;;181;;;;;;;;;;;;;;;DOC01011.pdf
01012;;;Zusammensetzung der gelösten Polysaccharide von Fruchtsäften II. Weitere Fruchtsäfte.;"Kauschus, U.; Thier, H.-P.";Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;462-466;;;;181;;;;;;;;;;;;;;;DOC01012.pdf
01013;;;Volatile Flavour Components of Marula Juice.;"Pretorius, V.; Rohwer, E.; Rapp ,A.; Holtzhausen, L.C.; Mandery, H.";Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;548-461;;;;181;;;;;;;;;;;;;;;DOC01013.pdf
01015;;;Direct Amino Acid Analyses of Mozzarella Cheese.;Hoskins, M.N.;J. Am. Diet. Ass.;1985;;;;;;;;;;1612-1615;;;;85;12;;;;;;;;;;;;;;DOC01015.pdf
01016;;;Some Aspects of the Nutritive Value of Milk and of the Effect of Processing.;Kon, S.K.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DOC01016.pdf
01017;;;Microwave Heating of Foods - Changes in Nutrient and Chemical Compo- sition.;Lorenz, K.;Critical Reviews in Food Science and Nutrition;1986;;;;;;;;;;339-370;;;;;juni;;;;;;;;;;;;;;DOC01017.pdf
01018;;;Nutritive Value of some Common Egyptian Meals.;"Bassily, N.S.; Mekhael, K.G.; Elbanna, N.H.; Said, A.K.";Die Nährung;1985;;;;;;;;;;3-;;;;29;1;;;;;;;;;;;;;;DOC01018.pdf
01019;;;Organic Food;Jukes, T.H.;Critical Reviews in Food Science and Nutrition.;1977;;;;;;;;;;395-418;;;;;nov.;;;;;;;;;;;;;;DOC01019.pdf
01020;;;The Use of Skim Milk Permeate in the Preparation of Spray Dried Beve- rages. II. Beverage Based on Strawberry.;"El-Shibiny, S.; El-Salam, M.H.A.; Mahfouz, M.B.; El-Triby, H.";Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;223-225;;;;181;;;;;;;;;;;;;;;DOC01020.pdf
01021;;;HPLC-Met. zur Bestimmung von Vitamin C in Milch, Molke und Molkege- tränken.;"Kneifel, W.; Sommer, R.";Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;107-110;;;;181;;;;;;;;;;;;;;;DOC01021.pdf
01022;;;Selen - en Litteraturöversikt.;Davidsson, L.;Näringsforskning;1985;;;;;;;;;;126-131;;;;29;4;;;;;;;;;;;;;;DOC01022.pdf
01023;;;Food Nutrient Interactions.;Anonym;Food Technology;1984;;;;;;;;;;59;;;;;okt.;;;;;;;;;;;;;;DOC01023.pdf
01024;;;Is Goats' Milk Suitable for Feeding Young Children.;Hilton, P.A.;Nutrition and Food Science;1983;;;;;;;;;;15-17;;;;85;Nov;;;;;;;;;;;;;;DOC01024.pdf
01025;;;Effects of Different Levels of Vitamin B6 Supplementation on Vitamin B6 Conc. in Human Milk and Vitamin B6 intakes of Breastfed Infants.;"Styslinger, L.; Kirksey,A .";The American Journal of Clinical Nutrition;1985;;;;;;;;;;21-31;;;;41;Jan;;;;;;;;;;;;;;DOC01025.pdf
01026;;;Chromium and Selenium Levels in Commercially Available Enteral Nutri- tion.;"Van Schoor, O.E.; Robberecht, H.J.; Leeuw, I.D.; Deelstra, H.A.";Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;26-29;;;;180;26;;;;;;;;;;;;;;DOC01026.pdf
01027;;;Natrium- og Kaliumförändringar hos Potatis vid olika Kokmetoder.;"Danfors, S.; Bruce, Å.";Vår Föda;1984;;;;;;;;;;448-452;;;;36;9;;;;;;;;;;;;;;DOC01027.pdf
01028;;;Om Charkuterivaror - Bestämmelser og Tillsatsers Funktion.;"Beckman, I.; Edberg U.; Mattson, P.; Jansson, S.";Vår Föda;1984;;;;;;;;;;453-470;;;;36;9;;;;;;;;;;;;;;DOC01028.pdf
01029;;;Lipid Composition of Millet (Pennisetum Americanum) Seeds.;"Osagie, A.U.; Kates, M.";Lipids;1984;;;;;;;;;;958-965;;;;19;12;;;;;;;;;;;;;;DOC01029.pdf
01030;;;Vitamin B6 Content of Selected Foods Served in Dinning Halls.;"Reiter, L.A.; Driskell, J.A.";J. Am. Diet. Ass.;1985;;;;;;;;;;1625-1627;;;;85;12;;;;;;;;;;;;;;DOC01030.pdf
01031;;;Determination of Vitamin E in Foods - A Review.;Parrish, D.B.;CRC Critical Reivews in Food Science and Nutrition;1980;;;;;;;;;;161-187;;;;;okt;;;;;;;;;;;;;;DOC01031.pdf
01032;;;Reviews of the Progress of Dairy Science.;Thompson, S.Y.;J. Dairy Res.;1968;;;;;;;;;;149-169;;;;35;;;;;;;;;;;;;;;DOC01032.pdf
01033;;;Calculation of the Total Vitamin A Value of Human Diets.;Hellström, V.;Internationale Zeitschrift für Vitaminforschung;1968;;;;;;;;;;131-137;;;;38;2;;;;;;;;;;;;;;DOC01033.pdf
01034;;;Prakitsche Hinweise zur Durchführung der Kochsalzarmen Kost.;Bernwardis, S.M.;Ernährungs-Umschau;1984;;;;;;;;;;348-352;;;;31;10;;;;;;;;;;;;;;DOC01034.pdf
01035;;;Spurenelemente in der Nahrung. Cadmium in Essen Proben aus der Gross- verpflegung.;Jekat, F.;Ernährungslehre und -Praxis;1984;;;;;;;;;;1345-1347;;;;;10;;;;;;;;;;;;;;DOC01035.pdf
01036;;;Favimus und Ernährung;Askar, A.;Ernährungs-Usmchau;1984;;;;;;;;;;331-333;;;;31;10;;;;;;;;;;;;;;DOC01036.pdf
01037;;;Über Aromatisierte Tee-Sorten.;Benk, E.;Ernährungs-Ummschau;1984;;;;;;;;;;334-336;;;;31;10;;;;;;;;;;;;;;DOC01037.pdf
01038;;;Dehydroascorbic Acid Levels in Fresch Fruit and Vegetables in Relation to Total Vitamin C Activity.;Wills, R.B.H.;J. Agric. Food Chem.;1984;;;;;;;;;;836;;;;32;;;;;;;;;;;;;;;DOC01038.pdf
01039;;;Mineral Composition of the Edible Muscle Tissue of Seven Species of Fish from the Northeast Pacific.;"Teeny, F.M.; Gauglitz, E.J.; Hall, A.S.; Houle, C.R.";J. Agric. Food Chem.;1984;;;;;;;;;;852-855;;;;32;;;;;;;;;;;;;;;DOC01039.pdf
01040;;;Natural Toxins in Plant Foods.;Liener, I.E.;Nutrition & Health;1-2;;;;;;;;;;1984;;;;;3;;;;;;;;;;;;;;DOC01040.pdf
01041;;;Vitamin A Activity of Selected Fruits.;"Johnson C.D.; Eitenmiller, R.R.; Lillard, D.A.; Rao, M.";J. Am. Diet. Ass.;1985;;;;;;;;;;1627-1629;;;;85;12;;;;;;;;;;;;;;DOC01041.pdf
01042;;;Calculated vs. Analyzed Composition of Four Modified Fat Diets.;"Marshall, M..W.; Judd, J.T.";J. Am. Diet. Ass.;1982;;;;;;;;;;537-549;;;;80;juni;;;;;;;;;;;;;;DOC01042.pdf
01043;;;Amino Acid Content in Selected Cereals.;"Meredith, F.I.; Caster, W.O.";Journal of Food Science;1984;;;;;;;;;;1624-1625;;;;49;;;;;;;;;;;;;;;DOC01043.pdf
01044;;;Nutriticnal Composition of UK Retail Potatoes, Both raw and Cooked.;"Finglas, P.M.; Faulks R.M.";J. Sci. Food Agric.;1984;;;;;;;;;;1347-1356;;;;35;;;;;;;;;;;;;;;DOC01044.pdf
01045;;;Variation in the Oil Content and Fatty Acid Composition of Field Beans (Vicia faba) and Peas (Pisum spp.).;"Welch, R.W.; Griffiths, D.W.";J. Sci. Food Agric.;1984;;;;;;;;;;1282-1289;;;;35;;;;;;;;;;;;;;;DOC01045.pdf
01046;;;Kochsalz in der Konservenindustrie.;"Buckenhüskes, H.; Gierschner, K.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DOC01046.pdf
01047;;;Vitamin B2, E and D Content of Raw and Cooked Beef.;"Benning, M.R.; Ono, K.";J. Food Sci.;1982;;;;;;;;;;1782-;;;;47;;;;;;;;;;;;;;;DOC01047.pdf
01048;;;Naturally Occurring Vitamin D3 in fish Products Analyzed by HPLC, Using Vitamin D2 as an Internal Standard.;"Egaas, E.; Lambertsen, G.";Internat. J. Vit. Nutr. Res.;1979;;;;;;;;;;35-42;;;;49;;;;;;;;;;;;;;;DOC01048.pdf
01049;;;High-Performance Liquid Chromatographic Method for the Determination 25-Hydroxycholecalciferulin Bovine Liver, Kidney and Muscle.;"Koshy, K.T.; VanDerSlik, A.L.";J. Agric Food Chem.;1977;;;;;;;;;;1246-1249;;;;25;6;;;;;;;;;;;;;;DOC01049.pdf
01050;;;Tutkimuksia Ravintoainetappioista Ruoanvalmistuksessa;Pekkarinen, T.M.;Eripainos Kotitalous-lehdestä;1967;;;;;;;;;;165-171;;;;31;;;;;;;;;;;;;;;DOC01050.pdf
01051;;;Tutkimuksia C-Vitaminitappioista Ruoanvalmistuksessa;Pekkarinen, M.;Eripaimos Kotitalous-lehdestä;1972;;;;;;;;;;329-333;;;;36;;;;;;;;;;;;;;;DOC01051.pdf
01052;;;Matlagring - En Vattenkonst: Perfekta Grönsaker med Vitaminerna kvar - En utopi?;Carlsson, K.;Livsmedelsteknik;1985;;;;;;;;;;330-331;;;;;8-9;;;;;;;;;;;;;;DOC01052.pdf
01053;;;Changes in the Nutritional Value of Pearl Millet Flour During Storage.;"Chaudhary, P.; Kapoor, A.C.";J. Sci. Food Agric;1984;;;;;;;;;;1219-1224;;;;35;;;;;;;;;;;;;;;DOC01053.pdf
01054;;;Determination of the Silicon Content of Food.;"Bownen, H.J.M.; Peggs, A.";J. Sci. Food Agric.;1984;;;;;;;;;;1225-1229;;;;35;;;;;;;;;;;;;;;DOC01054.pdf
01055;;;The Composition and Consistency of Pig Backfat as it Affects the Quality of Vacuum-Packed Rindless Bacon Rashers.;"Enser, M.; Dransfield, E.; Jolley, P.D.; Jones, R.C.D.; Leedham, M.";J. Sci. Food Chem.;1984;;;;;;;;;;1230-1240;;;;35;;;;;;;;;;;;;;;DOC01055.pdf
01056;;;Connective Tissue in Meat and Mest Products - What are the Practical Implications;Food Group (Meat Panel) Symposium;J. Sci. Food Agric;1984;;;;;;;;;;1261-1267;;;;35;;;;;;;;;;;;;;;DOC01056.pdf
01058;;;Fat-Soluble Vitamins in Human Milk.;"Lammi-Keefe, C.J.; Jensen, R.G.";Nutrition Reviews;1984;;;;;;;;;;365-371;;;;42;10;;;;;;;;;;;;;;DOC01058.pdf
01059;;;Tungmetaller i Grönsaker odlade i Uppsala.;"Mattsson, P.; Pettersson, A.; Lindman, M.; Järdö, S.";Vår Föda;1984;;;;;;;;;;24-31;;;;;1;;;;;;;;;;;;;;DOC01059.pdf
01060;;;Nutritional Quality of Vegetaable Pigeonpeas (Cajanus cajan (L.) Millsp.): Dry Matter Accumulation, Carbohydrates and Proteins.;"Singh, U.; Jain, K.C.; Jambunathan, R.; Faris, D.G.";J. of Food Sci.;1984;;;;;;;;;;799-802;;;;49;;;;;;;;;;;;;;;DOC01060.pdf
01061;;;Effect of Tumbling and Tumbling Time on Quality and Microflora of Dry- Cured Hams.;"Leak, F.W.; Kemp, J.D.; Langlois, B.E.; Fox, J.D.";J. of Food Sci.;1984;;;;;;;;;;695-;;;;49;;;;;;;;;;;;;;;DOC01061.pdf
01062;;;Chromium in Human milk from American Mothers.;"Casey, C.E.; Hambidge, M.";Brit. J. Nutr.;1984;;;;;;;;;;73-77;;;;52;;;;;;;;;;;;;;;DOC01062.pdf
01063;;;Chemical Composition and Nutritional Quality of Camel Milk.;"Sawaya, W.N.; Khalil, J.K.; Al-Shalhat, A.; Al-Mohammad, H.";;1984;;;;;;;;;;744-;;;;49;;;;;;;;;;;;;;;DOC01063.pdf
01064;;;Effects of Lactic Fermentation of Milk on Milic Lipids.;"Rao, D.R.; Reddy, J.C.";J. Food Sci.;1984;;;;;;;;;;748-750;;;;49;;;;;;;;;;;;;;;DOC01064.pdf
01065;;;Effect of the Diet on the Composition of Human Milk.;"Harzer, G.; Dieterich, I.; Haug M.";Ann. Nutr. Metab.;1984;;;;;;;;;;231-239;;;;28;;;;;;;;;;;;;;;DOC01065.pdf
01066;;;Zinc and Phyate Conc., Phytate: Zinc Ratio and Metallocalorie Ratio of Zinc and Protein Contents of some Selected Nigerian Dietary Foods.;"Mbofung, C.; Atinmo, T.M; Omololu, A.";Nutrition Research;1984;;;;;;;;;;567-576;;;;4;;;;;;;;;;;;;;;DOC01066.pdf
01067;;;Situationsanalyse Über den Natriumgehalt im Deutschen Brot.;"Rabe, E.; Brümmer, J.-M.; Seibel, W.";Ernährung-Umschau;1985;;;;;;;;;;394-398;;;;32;12;;;;;;;;;;;;;;DOC01067.pdf
01068;;;Über den Nährwert des Hamburgers.;"Scheffeldt, P.; Blumenthal, A.";Ernährungslehre und -praxis;;;;;;;;;;;1340-;;;;;;;;;;;;;;;;;;;DOC01068.pdf
01069;;;Effect of Different Starchy Foods in Composite Meals on Gastric Emp- tying Rate and Glucose Metabolism.;"Torsdottir, I.; Alpsten, M.; Andersson, D.; Brummer, R.J.M.; Anders- son, H.";Hum. Nutr.: Clin. Nutr.;1984;;;;;;;;;;329-338;;;;;;;;;;;;;;;;;;;DOC01069.pdf
01070;;;Bestimmung von Vitamin B6 in Lebensmitteln mit Hilfe der Hochdruck- flüssig-Chromatographie (HPLC).;Bognar, A.;Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;200-205;;;;181;;;;;;;;;;;;;;;DOC01070.pdf
01071;;;Memento för Livsmedelsindustrin: Naringsfrågorna blir alt viktigare - i Framtiden ersätter mat medicin.;Anonym;Livsmedelsteknik;1984;;;;;;;;;;364;;;;;10;;;;;;;;;;;;;;DOC01071.pdf
01072;;;Chemical Evaluation of the Nutritive Value of the Raffia Palm Fruit (Raphia Hookeri).;"Edem, D.O.; Eka, O.U.; Ifon, E.T.";Food Chem.;1984;;;;;;;;;;9-17;;;;15;;;;;;;;;;;;;;;DOC01072.pdf
01073;;;Microstructure, Free Amino Acids and Free Fatty Acids in Ras Cheese.;Omar, M.M.;Food Chem.;1984;;;;;;;;;;19-29;;;;15;;;;;;;;;;;;;;;DOC01073.pdf
01074;;;Composition of Some Tropical Tuberous Foods.;Ekpenyong, T.E.;Food Chem.;1984;;;;;;;;;;31-36;;;;15;;;;;;;;;;;;;;;DOC01074.pdf
01075;;;The HPLC Analysis of Thiamin and Riboflavin in Potatos.;"Finglas, P.M.; Faulks, R.M.";Food Chem.;1984;;;;;;;;;;37-44;;;;15;;;;;;;;;;;;;;;DOC01075.pdf
01076;;;Socker och andra Sötningsmedel;"Mårtensson, K.; Lundgren, B.; Lave, T.; Lallukka, Y.; Hovitz, J.; Paa- janen, T.; Malmsjö, T.; Bussiere, G.; Tedbury, S.; Lindley, M.G.";Livsmedelsteknik;1984;;;;;;;;;;406-;;;;11;;;;;;;;;;;;;;;DOC01076.pdf
01077;;;Composition and Nutritive Value of Cormels of Colocasia Esculenta (L.) Schott.;"Hussain, M.; Norton, G.; Neale, R.J.";J. Sci. Food Agric.;1984;;;;;;;;;;1112-1119;;;;35;;;;;;;;;;;;;;;DOC01077.pdf
01078;;;Trace Metals in Flatfish from Southern Baltic, 1983.;Falandysz, J.;Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;117-120;;;;181;;;;;;;;;;;;;;;DOC01078.pdf
01079;;;Analyses of Lipids and Fatty Acids in Ripe Roes of some Northwest Eu- ropean Marine Fish.;"Tocher, D.R.; Sargent, J.R.";Lipids;1984;;;;;;;;;;492-499;;;;19;7;;;;;;;;;;;;;;DOC01079.pdf
01080;;;Carob.;Brand, E.;Nutr. Food Sci.;1984;;;;;;;;;;22-23;;;;91;Nov;;;;;;;;;;;;;;DOC01080.pdf
01082;;;Tocopherols and Tocotrienols in Finnish Foods: Human Milk and Infant Formulas.;"Syväoja, E.-L.; Piironen, V.; Varo, P.; Koivistoinen, P.; Salminen, K.";Internat. J. Vit. Nutr. Res.;1985;;;;;;;;;;159-166;;;;55;;;;;;;;;;;;;;;DOC01082.pdf
01083;;;Trace Metals in Muscle Tissue of Fish Taken from the Southern Baltic.;"Szefer, P.; Falandysz, J.";Z. Lebensm. Unters. Forsch.;1985;;;;;;;;;;217-220;;;;181;;;;;;;;;;;;;;;DOC01083.pdf
01084;;;Zink - Fysiologisk og Patofysiologisk Belyst.;"Tønnesen, H.; Rasmusesn, E.B.";Ugeskr. f. Læger;1984;;;;;;;;;;3029-3034;;;;146;40;;;;;;;;;;;;;;DOC01084.pdf
01085;;;The Effect of Sex and Age on the Textural Properties and Mineral Content of Beef Steaks.;"Seideman, S.C.; Cross, H.R.; Crouse, J.D.";J. Food Qual.;1984;;;;;;;;;;91-96;;;;7;;;;;;;;;;;;;;;DOC01085.pdf
01086;;;Sterols and Fatty Acids in Seafood.;Krzynowek, J.;Food Tech.;1985;;;;;;;;;;61-68;;;;;Feb;;;;;;;;;;;;;;DOC01086.pdf
